,GM,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA
18,1,13.5,4.090909090909091,13.545454545454545,27.045454545454547,0.6818181818181818,0.5454545454545454,0.0,3.1818181818181817,2.227272727272727,3.272727272727273,3.227272727272727,3.409090909090909,0.8181818181818182,0.6818181818181818,0.2727272727272727,8.545454545454545,17.59090909090909,0.09090909090909091,0.36363636363636365,0.7727272727272727,1.3636363636363635,0.3181818181818182
19,1,12.6,4.04,11.2,23.8,0.48,0.32,0.0,5.48,1.92,5.64,4.2,4.32,0.76,1.0,0.44,9.64,13.84,0.08,0.2,2.08,0.56,0.48
20,1,14.208333333333334,5.291666666666667,10.458333333333334,24.666666666666668,0.8333333333333334,0.75,0.0,4.833333333333333,1.5416666666666667,4.375,3.6666666666666665,4.0,1.4166666666666667,1.2083333333333333,0.5833333333333334,9.0,16.041666666666668,0.125,0.4583333333333333,0.9583333333333334,0.4583333333333333,0.7916666666666666
21,1,10.761904761904763,3.619047619047619,17.38095238095238,28.142857142857142,0.9523809523809523,0.42857142857142855,0.5238095238095238,5.0,0.7619047619047619,4.476190476190476,7.666666666666667,5.0476190476190474,2.2857142857142856,1.6666666666666667,1.380952380952381,15.333333333333334,13.095238095238095,0.42857142857142855,0.7619047619047619,1.2380952380952381,0.3333333333333333,0.5238095238095238
22,1,11.380952380952381,3.857142857142857,16.666666666666668,28.047619047619047,0.23809523809523808,0.3333333333333333,0.0,4.571428571428571,1.9523809523809523,3.238095238095238,5.0476190476190474,4.190476190476191,1.4761904761904763,1.4285714285714286,0.42857142857142855,13.0,15.523809523809524,0.047619047619047616,0.3333333333333333,1.1428571428571428,0.2857142857142857,0.5238095238095238
23,1,14.318181818181818,3.3181818181818183,12.318181818181818,26.636363636363637,0.45454545454545453,0.5454545454545454,0.0,4.818181818181818,1.6818181818181819,4.318181818181818,5.545454545454546,4.5,1.2727272727272727,1.3636363636363635,0.5,11.409090909090908,14.863636363636363,0.045454545454545456,0.18181818181818182,0.8636363636363636,0.13636363636363635,0.5909090909090909
24,1,11.826086956521738,6.173913043478261,13.565217391304348,25.391304347826086,0.782608695652174,0.4782608695652174,0.08695652173913043,6.086956521739131,1.391304347826087,2.6956521739130435,4.391304347826087,3.0869565217391304,1.9565217391304348,0.9565217391304348,0.6086956521739131,11.304347826086957,14.565217391304348,0.5652173913043478,0.8260869565217391,1.6956521739130435,0.17391304347826086,0.5652173913043478
25,1,12.363636363636363,2.590909090909091,14.045454545454545,26.40909090909091,0.22727272727272727,0.4090909090909091,0.0,4.363636363636363,1.5,3.590909090909091,5.545454545454546,3.409090909090909,1.4545454545454546,1.0,0.22727272727272727,11.636363636363637,14.909090909090908,0.045454545454545456,0.0,0.6818181818181818,0.0,0.3181818181818182
26,1,15.631578947368421,3.9473684210526314,14.473684210526315,30.105263157894736,0.3157894736842105,0.3157894736842105,0.0,4.315789473684211,2.1578947368421053,5.526315789473684,4.631578947368421,3.9473684210526314,1.894736842105263,0.631578947368421,0.8947368421052632,9.473684210526315,20.736842105263158,0.0,0.0,1.6842105263157894,0.3157894736842105,0.8421052631578947
27,1,12.857142857142858,3.4761904761904763,14.333333333333334,27.19047619047619,0.3333333333333333,0.14285714285714285,0.0,7.095238095238095,1.380952380952381,3.142857142857143,5.857142857142857,4.380952380952381,1.4761904761904763,1.1428571428571428,0.47619047619047616,11.952380952380953,14.285714285714286,0.047619047619047616,0.047619047619047616,0.5714285714285714,0.047619047619047616,0.5714285714285714
28,1,16.041666666666668,5.958333333333333,7.708333333333333,23.75,0.08333333333333333,0.0,0.0,2.3333333333333335,5.458333333333333,1.5416666666666667,0.8333333333333334,2.2916666666666665,0.7083333333333334,0.5833333333333334,0.041666666666666664,4.875,14.208333333333334,0.08333333333333333,0.0,1.9583333333333333,0.5,0.08333333333333333
29,1,11.636363636363637,2.8181818181818183,14.045454545454545,25.681818181818183,0.36363636363636365,0.13636363636363635,0.0,5.7272727272727275,1.6363636363636365,4.136363636363637,4.909090909090909,5.090909090909091,1.8181818181818181,0.9090909090909091,0.3181818181818182,12.727272727272727,13.409090909090908,0.045454545454545456,0.18181818181818182,2.0,0.18181818181818182,0.4090909090909091
30,1,11.904761904761905,4.095238095238095,14.857142857142858,26.761904761904763,0.47619047619047616,0.47619047619047616,0.0,4.0476190476190474,0.9523809523809523,5.0,5.857142857142857,3.4761904761904763,0.8095238095238095,1.0,0.47619047619047616,11.666666666666666,15.761904761904763,0.09523809523809523,0.38095238095238093,1.9047619047619047,0.047619047619047616,0.7619047619047619
31,1,14.047619047619047,4.428571428571429,12.619047619047619,26.666666666666668,0.42857142857142855,0.42857142857142855,0.0,4.809523809523809,2.3333333333333335,4.238095238095238,3.761904761904762,3.142857142857143,0.9523809523809523,0.8095238095238095,0.6190476190476191,9.238095238095237,17.428571428571427,0.14285714285714285,0.09523809523809523,1.1428571428571428,0.19047619047619047,0.5714285714285714
32,1,15.428571428571429,3.380952380952381,11.19047619047619,26.61904761904762,0.3333333333333333,0.23809523809523808,0.0,4.523809523809524,1.8571428571428572,4.666666666666667,5.285714285714286,5.142857142857143,1.0952380952380953,1.5714285714285714,0.2857142857142857,10.571428571428571,16.095238095238095,0.047619047619047616,0.2857142857142857,0.9523809523809523,0.3333333333333333,0.5714285714285714
33,1,19.304347826086957,5.521739130434782,5.0,24.304347826086957,0.2608695652173913,0.17391304347826086,0.0,2.9130434782608696,3.4347826086956523,4.913043478260869,2.5217391304347827,3.347826086956522,0.6086956521739131,0.4782608695652174,0.2608695652173913,6.086956521739131,16.130434782608695,0.08695652173913043,0.08695652173913043,1.2608695652173914,0.782608695652174,0.43478260869565216
34,1,11.416666666666666,3.0833333333333335,11.708333333333334,23.125,0.08333333333333333,0.041666666666666664,0.0,4.666666666666667,2.0833333333333335,3.1666666666666665,3.4166666666666665,2.9583333333333335,1.4583333333333333,0.4583333333333333,0.08333333333333333,9.166666666666666,13.291666666666666,0.041666666666666664,0.08333333333333333,2.375,0.125,0.8333333333333334
35,1,10.92,3.44,11.12,22.04,0.36,0.16,0.0,3.68,1.72,3.2,3.16,3.12,0.68,1.0,0.16,8.04,13.84,0.16,0.24,1.08,0.08,0.88
36,1,18.238095238095237,4.380952380952381,7.904761904761905,26.142857142857142,0.5238095238095238,0.3333333333333333,0.0,3.380952380952381,2.0952380952380953,6.0,5.571428571428571,4.666666666666667,0.8571428571428571,1.0952380952380953,0.6666666666666666,10.523809523809524,15.476190476190476,0.0,0.23809523809523808,1.5238095238095237,1.0,0.5714285714285714
